original (cond)	sample (pos)	generated (neg)	BLEU	METEOR
do long distance relationships work ?	can long distance relationships work out ?		0	0
who is the best doctor/dermatologist for hair fall treatment in bangalore ?	who is best doctor for hair fall in bangalore ?		0	0
what is a good way to become a good software developer ?	what is to be done to be a good software developer ?	why ?	1.506650749991273e-10	0.022727272727272728
what should i do to get rid of my huge stomach ?	how can i get rid of chub around my stomach area ?	are the	4.764448008373334e-18	0.03130434782608695
what are the best digital marketing courses for mid-senior level marketing managers ?	what are the best online courses for digital marketing ?		0	0
would stricter gun control laws have prevented recent mass shootings in america ( newtown , purdue , etc. ) ? which laws would have made a difference ?	how would stricter gun control laws prevent someone who does n't have a criminal background from purchasing one and committing mass shootings ?		0	0
what are the best websites for which to write articles ?	which is the best website to write articles ?	what are some	0.07813586214891081	0.057550561689436806
what are some of the experiences you would like to share that happened while travelling in delhi metro ?	what happened to you in delhi metro ?		0	0
i need a free hashtag tool to know the avg follower engagement by influencers who tweeted with a specific hashtag . does anyone know that tool ?	i 'm looking for a free hashtag tool to know the most active users who posted tweets with a specific hashtag . does anyone know that tool ?	? is	8.33304981091688e-14	0.007928642220019823
which area in the world is best for property investment ?	which is the best country to do property investment ?		0	0
what are complex sentences ?	what is a complex sentence ?		0	0
how do you make money with quora ?	how can you earn a living on quora ?		0	0
who are the most underrated actors and actresses in bollywood ?	who is the most underrated bollywood actors ?	who	9.118819641867017e-07	0.02909090909090909
which are some truly romantic movies ?	what is the most romantic movie ?		0	0
how do i enhance my english ?	what the best way to improve english ?		0	0
what color can describe people 's fears ?	what is the color of fear ?		0	0
do ghosts really exist ?	is there any ghosts in real life ?		0	0
how powerful is a human brain ?	how powerful is human brain ?		0	0
how do i get rid off from porn addiction ?	how can i stop my porn addiction ?		0	0
how are gay rights in india ?	what is the current state of gay rights in india ? is it legal or illegal or legal in delhi only ?		0	0
how do change my diet ?	what is the best way to change my diet ?		0	0
why there is gender inequality in india ?	what are the causes of gender inequality in india ?		0	0
how would abolishing rs . 500,1000 notes help in stopping the production of black money and curb corruption ?	would banning notes of denominations 500 and 1000 help to curb the black money in system ?	black notes	1.7490063457205417e-11	0.0741885625965997
how many religions in numbers are present in india ?	how many religions are in india ?		0	0
what is the best website to learn coding for free ?	what are the best free websites to learn coding ?		0	0
how do i hire a mini truck in bangalore ?	what is the best way to rent a truck in bangalore ?		0	0
how do i know who visited my facebook profile ?	how do i see if someone visited my facebook profile ?		0	0
which weighs more , a normal egg or boiled egg ?	which one is heavier - boiled egg or normal egg ?		0	0
why are all my questions immediately being marked as needing improvement ?	why does quora always marks my question as needing improvement ?		0	0
how can i increase the traffic to a website ?	how do i increase traffic on my site ?		0	0
are asian girls attracted to black guys ?	do asian girls like black guys ?		0	0
why ca n't i take this person out of my head ?	why ca n't i get that person out of my head ?		0	0
how do i get good job as web developer ?	how can i get a good job in web development ?		0	0
why does quora mark my questions as needing improvement ?	why does quora always mark my questions as needing improvement , when i 'm saying all i know and i really need some help ?	why	1.2340980390156643e-07	0.05321507760532151
who is stephen hawking and what happened to him ?	what happened to stephen hawking ?	who	6.737946988978591e-06	0.02588996763754045
how can i increase followers in quora ?	how can i increase my followers count in quora ?		0	0
what is the scope for placements in mechatronics ?	is there any scope in mechatronics ?		0	0
should i study physics or engineering ?	should i major in physics or engineering ?	what are some examples	1.3636047811673833e-16	0.0
what percentage of questions are yet to be answered in quora ?	what percentage of questions on quora are left unanswered ?		0	0
shall i upgrade my iphone 5s to ios 10 final version ?	should i upgrade an iphone 5s to ios 10 ?		0	0
how do i know what interests me the most ?	how can i know what is my interest ?		0	0
how should you deal with social anxiety ?	what are some effective ways to stop social anxiety ?		0	0
how do i find cofounders in london ?	how do i find cofounders from london ?		0	0
what is the worst thing that could happen if donald trump becomes president ?	what is the worst thing that could happen in a donald trump presidency ?		0	0
does smoking weed cause cancer ?	do people , who smoke weed get cancer ?		0	0
should i go to the gym in the morning or evening ?	which is the best time to go to the gym , morning or evening ?		0	0
what is the farthest object from earth visible with the naked eye ?	which is the farthest object from earth visible to the naked eye ?		0	0
what is the best quality a person can possess ?	which are the best qualities a person could have ?		0	0
what was josef mengele like as a person ?	what was joseph mengele like ?	what are some of ?	8.187307527300217e-09	0.1142336720283742
why does china want to control almost all the islands in the south china sea ?	what is china 's ultimate goal for waging a territorial dispute at the south china sea ?		0	0
why do all my questions need improving on quora ?	what are the 3 best things you would recommend to improve your questions on quora ?		0	0
what is the best way to stop hairfall naturally ?	how can i stop hairfall naturally ?		0	0
what should i do to get a job ?	how do i get job ?		0	0
what should i do to marry a rich man ?	how do i marry a rich man ?		0	0
why is watching and playing snooker different ?	why ’ s watching and playing snooker different ?		0	0
is there any way to travel faster than light speed ?	is it possible to travel faster than light ?	are	1.0608259724462612e-14	0.03634456296495974
how would the google pixel smartphone compare to the samsung s7 edge or iphone 7 ?	what do i buy , an iphone 7+ , samsung galaxy s7 edge , or google pixel ?		0	0
if a modern person ; went back a couple of million years , and met an early man , what would they think of you ?	if a modern person ; went back a couple million years , and met an early man , what would they think of you ?		0	0
how should i earn money online working from home ?	how do i make money from home ?		0	0
what does it take for a successful long distance relationship ?	do long distance relationships ever work out ?		0	0
how do i get a slim face ?	how can i slim my face naturally ?	why ?	1.1132726913181444e-09	0.025157232704402517
why do people hate modi ?	why do some people love to hate narendra modi ?	why ?	4.279677422767414e-09	0.128
does j jayalalithaa deserve bharat ratna ?	do you think jayalalithaa deserves a bharat ratna ?		0	0
how can i delete my instagram account if i forgotten the email i used ?	how do i delete an account on instagram if i ca n't remember the password or email ?		0	0
why is porn considered taboo ?	why is porn considered bad and taboo ?		0	0
why is success a best revenge ?	why is success considered to be the best revenge ?	why 's	1.8354763662658024e-09	0.08888888888888889
what do i start with for learning machine learning ?	where do i start learning machine learning ?	what are some	2.438373545820434e-09	0.09371175930683225
is our universe just a computer simulation ?	is our world a computer program ? why ?		0	0
how di we define computer crime ?	how do we define cyber crime ?		0	0
when/how did you realize were not straight ?	how did you realize you were gay ?		0	0
what should you know before buying a pet snake ?	what should i know before buying a snake ?	have had 's ?	2.615418999812674e-09	0.023668639053254434
what should i do to earn money online ?	how can we earn money online in india ?		0	0
what are the similarities between gymnosperms and angiosperms ?	what are the differences and similarities between gymnosperms and angiosperms ?		0	0
how did you feel when you had sex for the first time ?	how does it feel to have your first sex ?		0	0
what are gamma rays ? why are they dangerous ?	when are gamma rays considered dangerous ?		0	0
what is personality development ?	personality development ?		0	0
what are the new cancer detection technologies ?	what are the new early cancer detection technologies ?		0	0
what are the differences between obama and trump ?	what is the difference between obama and trump ?		0	0
what are some quora questions that have a lot of followers and no answers ?	what are some questions on quora that have hundreds of followers but no answers or few unsatisfactory answers ?		0	0
what are the roles of dr. babasaheb ambedkar for women rights in india ?	dr. babasaheb ambedkar ’ s efforts for women empowerment ?	are	1.2340980390156643e-07	0.016701461377870565
what are some alternatives ways to lose 30 pounds in 1 month ?	what are some ways to lose 30 pound in 1 month ?		0	0
what are some great workout routines if you want to lose weight ?	do squats help you lose weight ? why or why not ?		0	0
could anyone help me with the best ias coaching centers in hyderabad ?	which are the best institutes for civil services coaching in hyderabad ?		0	0
how healthy is lipton 's bottled citrus green tea ? is it useful for losing weight ?	why is lipton 's green tea helpful for losing weight ?		0	0
what drawing should i make for my teacher ?	what should i draw for my teacher ?		0	0
how do i reverse the side effects of chronic masturbation ?	how can i reverse the effects of excessive masturbation ?		0	0
why do birds sing ?	why do birds sing in the morning ?		0	0
how do i cash a credit card check ?	how do you get cash back from a credit card ?		0	0
which is the best digital marketing course in india ?	what are some best digital marketing courses in india ?		0	0
what really happens to the donation money donated in tirupati , shirdi and other big temples ?	what happens to the donations of really big hindu temples ?		0	0
is the recreational use of weed likely to be made legal in australia anytime soon ?	is recreation weed use likely to made legal in australia anytime soon ?		0	0
what do you think about the ban on 500 and 1000 denomination notes in india ?	what do you think of the decision by the indian government to demonetize 500 and 1000 rupee notes ?		0	0
how can i find a way to grow taller ( maximize my height ) ? i 'm 16 .	how do i grow taller ( 1-2 inches ) when i 'm already 23 ? is it possible ?	grow taller are	0.002787418226482078	0.08853672280123655
can this sentence “ my case high priority…security has to be tight ” be acceptable without verb `` is '' ?	can a sentence like “ my case high priority . security has to be tight. ” be acceptable without the verb `` is '' in spoken language ?		0	0
which are the website for free download pdf books ?	what is a good website for free ebooks ?		0	0
how do you know if you like a book or not ?	how do i know if i like a book or not ?		0	0
how do i get a free iphone 7 ?	way to get a free iphone 7 ?		0	0
who is the richest gambler of all time ?	who is the richest gambler of all time and how can i reach his level as a gambler ?	who are some some of	4.493289639262571e-09	0.1060049753144659
i 'm transgender . how can i simulate a period ? please help !	how can a transgender woman simulate a period ?		0	0
are submariners allowed to take a bath ?	how often are submariners allowed to take baths ?	what are some	2.438373545820434e-09	0.02846975088967972
how does banning 500 and 1000 rupee notes help to control black money ?	how would the newly introduced rs 2000 notes not contribute to laundering and black money ?	1000 notes	7.838502623567669e-11	0.07619047619047618
could bran possibly warg a dragon ?	could bran warg into one of the dragons ?		0	0
how should i make notes of news for upse ?	how do i make notes from the newspaper the hindu ?		0	0
where do i change the default browser on my iphone ?	how do i change my default browser in ios ?		0	0
does our universe exist inside a black hole ?	what would be the implications if our universe existed within a black hole ?		0	0
is it easy to crack the versant test ?	is it easy to crack versant test ?		0	0
why do people drink beer/whisky even though it tastes very bitter ?	why do people drink beer when it tastes so bad ?		0	0
which is best mobile under 15000 ?	which are best mobile phones to buy under 15000 ?		0	0
what are some natural ways to grow hair faster ?	what is the best way to grow my hair faster and thick by naturally ?	what are the and	0.1288242579562406	0.05671773352398671
what are your reviews of resumonk ?	what is your review of resumonk ?	time	7.838502621608071e-14	0.0
what is the cheapest car insurance in massachusetts for new driver ?	what is the cheapest car insurance in massachusetts for a new driver ?		0	0
how can i get meth out of my system in two days ?	how do i get meth out of my system in 2 days ?		0	0
what is the symbolism of cinco de mayo ?	what symbols are associated to the cinco de mayo celebration ?	what are some	2.4708729133149657e-09	0.05770505984162321
where can i find my quora questions ?	where are my quora questions ?		0	0
what is the bond order of co ?	bond order of co ?	what ?	7.055995198651741e-09	0.06557377049180328
what career options are available to students studeing electronics and instrumentation engineering ?	what are the career options for an electrical and electronics engineer in the iot field ?	what	6.144212344111992e-09	0.01612903225806452
which is the best business school in the world ?	what are some of the best business schools in world ?	why ?	4.0955013555354697e-10	0.025157232704402517
what are examples of motor neurons ?	what is a motor neuron ? what are some examples ?		0	0
what is the eligibility criteria for phd ?	what is the eligibility criteria for doing phd ?	what are some	2.438373545820434e-09	0.06961986976843612
who is the best chief minister in india now ?	who has proved himself/herself the best chief minister of india to date ?		0	0
what should teens do after they sexted ?	what should i do after i sexted ?	if some	3.520477361430895e-17	0.0
how can i import excel data into mysql ?	how do i import bulky excel data into mysql ?		0	0
why did old german helmets have that spike on top ?	why are there spear tips on german army helmets in ww1 ?	why so	2.4840471390269105e-10	0.054919908466819226
what do clinton supporters say when confronted with her scandals such as the emails and 'clinton cash ' ?	what do hillary clinton 's supporters say when confronted with all her lies and scandals ?		0	0
how do you know if a guy is playing you ?	how do you know when a guy is playing you ?		0	0
how does one explain gravitational waves for layman like me ?	how will you explain gravitational waves ( recently in news ) to a layman ?	why capable anything ?	1.5863318113813373e-09	0.016359918200409
what exactly is presence of mind ?	what is presence of mind ?	what	6.737946988978591e-06	0.04624277456647399
why do i care so much about what other people think of me ?	when will i stop thinking about what other people think ?		0	0
what do you think is the most inspirational movie of all time ?	what are the best inspirational and motivational movie ever ?		0	0
i 'm 16. what should i do ?	i 'm 16 , what should i be doing ?	what	9.118819641867017e-07	0.0273972602739726
how do you change your profile picture ?	how do i change profile picture in quora ?		0	0
what is the relationship between self esteem and ego ?	what is the difference between self esteem and ego ?	wrong	3.9025606592368385e-15	0.0
does a long distance relationship really work ?	how will long distance relationship work ?		0	0
what are some examples of segmented worms ? how many types of segmented worms are there and what are their differences ?	what are some examples of segmented worms ?		0	0
what are some good pyschological movies ?	what are the bet psychological movies ?		0	0
how can electricity travel through air ?	can electricity travel through air ? if yes , how ?		0	0
how do you know when you 've found the one ?	how do you know if you have found your soulmate ?		0	0
if you are awoken but quickly fall back asleep , does your sleep cycle reset ?	if i wake up from a deep sleep and then immediately fall back asleep , where does my sleep cycle resume ?		0	0
what war is next ?	what would the next major war be and why ?		0	0
what is your biggest regret from your 20s ?	what are your biggest regrets from your 20 's ?		0	0
how donald trump will make mexico pay for the wall ?	how is it possible for donald trump to force mexico to pay for the wall ?		0	0
what is the best digital marketing agency in india ?	which is the best digital marketing agency in india ?		0	0
how can i earn money using youtube ?	how can i earn money from youtube ?		0	0
avg antivirus 1800 < /v\ > 251 < ’ - ‘ > 4919 avg tech support phone number 24x7 ?	instant support @ ! 1800 : ||:2,5.1 : ||:49.1,9 for avg antivirus tech support phone number ?		0	0
where are free fonts for commercial use available ?	what fonts are free for commercial use ?		0	0
what do you mean by wish , how do you remember your wish , will you fulfill anyone 's wish ? if you knew ?	what do you mean by wish , how do you remember your wish , will you fulfill anyone 's wish , if you knew ?		0	0
how many times can i legally change my name in india ?	how many times a person can change his name in india ?	why	5.281541521658795e-16	0.0
if i carry the gene for “ doyne 's honeycomb dystrophy ” can it his increase my chance of getting wet macular degeneration ?	i have doynes honeycone dystrophy could i be at risk of getting wet macular degeneration ?		0	0
why do i feel different than everyone else ?	why do i feel different from everyone else around me ?	what	1.0608259724462612e-14	0.0
how do i learn digital marketing effectively than as a short-term course ?	how can i learn digital marketing effectively than as a short term course ?		0	0
how do i start new business with $ 100 ?	what lucrative business can i start with $ 100 ?		0	0
what 's the easiest way to make money online ?	is there any easy way to make money online ?		0	0
where can i get an affordable and hassle free service for property transaction in sydney ?	where can i get knowledgeable assistance for transfer of property in sydney ?		0	0
how can i get back my motivation ?	how do i get my motivation back ?		0	0
how does education affect gdp in the u.s. ?	how does education affect the gdp of the us ?		0	0
can i hack any phone by just having his phone number ?	how hard is it to hack someone 's cell phone if you just know their phone number ?		0	0
does the indian education system need a reformation ?	do we need to change the education system of india ? if yes then why ?		0	0
how do i cure absent-mindedness ?	how do i cure my absent-mindedness ?		0	0
what tobacco does gandalf smoke in the three lotr movies ?	does gandalf smoke marijuana ?		0	0
how helpful is doing digital marketing course ?	is niit delhi good for a digital marketing course ?	are	2.883623964058067e-14	0.0
how can i lose my weight quickly without doing exercise ?	can i lose weight without exercise ?		0	0
how can you tell when your pet is in pain ?	how to know if your pet is in pain ?		0	0
is being introvert a bad thing ?	is being an introvert wrong or bad for me ?		0	0
what will we eat in the future ?	what will people eat in the future ?		0	0
how do you know if you 're really in love ?	how do know that you are in love ?		0	0
how can i meet brits in toronto , ontario , canada ?	where can i meet british people in ontario canada ?		0	0
how do you unlock an iphone 5 for free ?	how do you unlock an iphone that is locked ?	of	3.9025606592368385e-15	0.0
what language should i learn to make an android app ?	which language i should learn to make an android app ?		0	0
how do i stop my chihuahua from biting my shoes ?	how do i stop my husky/border collie puppy from chewing my socks ?		0	0
how can i stop procrastination ?	how can one overcome procrastination ?		0	0
how do i start a successful business like a millionaire ?	how do i start a successful business ?		0	0
what is a procedural language ?	what are procedural programming paradigms ?		0	0
at what time should i drink green tea to be fit ?	how green tea is useful for reducing fat ?		0	0
how can i increase traffic very soon on my blog ?	how can i increase the traffic on my website ? jeenkart.com		0	0
who are the best footballer today ?	who is the best footballer of 2016 ?		0	0
will humans ever make contact with intelligent life forms outside our solar system ?	will humanity ever make contact with eti ?		0	0
what is the best way to get away with murder ?	how do you kill someone and get away with it ?		0	0
why do people ask questions on quora instead of googling it ?	why do people ask basic questions instead of searching them ?	why google answered	8.970274974036499e-10	0.09211087420042645
are there a lot of women who will vote for hillary clinton just because she is a woman ?	why do some voters intend to vote for hillary clinton mainly because she is a woman ? what ever happened to `` do n't judge someone just by their gender '' ?		0	0
how long does crystal meth stay in your system ?	how long will .01 shot of meth be detectable with a mouthswab test ?	why ?	4.0955013555354697e-10	0.01762114537444934
can disposable diapers be reused ?	can old diapers be reused ?		0	0
why should n't dogs eat pork rib bones ?	can dogs eat pork ribs ?	why	6.737946988978591e-06	0.05321507760532151
where can i buy very incredible and most amazing cupcakes in gold coast ?	where can i get wonderful flavors on cupcakes in gold coast ?		0	0
in what order would you rank all the beatles albums ?	how would you rank the beatles albums from your favorite to least favorite ?		0	0
what is the future of the pharmaceutical industry ?	what is the future of pharmaceutical industry ?	what are some	2.438373545820434e-09	0.06961986976843612
why do some dogs love chewing ice ?	why do dogs love ice ?	why	6.737946988978591e-06	0.08540925266903915
how should i prepare for physics neet 2017 and from where do i start ?	how do i prepare for neet 2017 ?		0	0
how do i download movies without torrents ?	how do i download movies without torrent ?		0	0
what is the salary after becoming income tax officer ?	how much can an income tax officer earn ?	how	3.35462627399321e-07	0.06557377049180328
what were the causes and effects of the boxer rebellion ?	what were the causes and effects of the boxer rebellion ? how did it affect the qing dynasty ?		0	0
are/were mermaids/mermen real ?	are maremaids real ?		0	0
can we ever store energy produced in lightning ?	will we be able to gain energy from lightning ?		0	0
what are the safety precautions on handling shotguns proposed by the nra in new hampshire ?	what are the safety precautions on handling shotguns proposed by the nra in california ?		0	0
what is a state id number ?	what 's my state id number ?		0	0
how do i tell my super religious parents that i am an atheist ?	how do i tell my parents i am an atheist ?		0	0
what are some examples of amish food ?	what do amish people eat ?		0	0
what are some places to visit in pakistan ?	what are the best places to visit in pakistan ?		0	0
what are the best sources to learn digital marketing ?	what are the best resources available to learn digital marketing ( social media and online strategies ) ?		0	0
what are some part time jobs which can be done from home ?	what is the best part time job to work from home ?	what	1.6701700765193322e-08	0.022222222222222223
why is islam such a `` peaceful '' religion ?	is islam a religion of peace ?		0	0
why is the lotus temple in new delhi so popular ?	who created the lotus temple in new delhi ? what was the inspirations behind the design ?		0	0
if d-day had failed could the germans then have stopped the russians in the east ?	could the germans have beaten back the russians if d day had failed ?		0	0
can a woman be late on her period and not pregnant ?	what could it mean if my period was 11days late and my period was lighter then normal ?		0	0
how can i learn investment ?	how do i learn much more in investing ?		0	0
what is the best lesson we should learn from life ?	what is the most important lesson ever learned in your life ?		0	0
can you get high from someone smoking weed 50 feet next to you outside ?	can you get high even the slightest bit by smelling weed outside ?		0	0
how do i tell if a guy likes me ?	how can you tell a if guy likes you ?		0	0
how will abolishing rs.500 and rs.1000 notes reduce corruption and identifying black money ?	how effective is scrapping 500 and 1000 rupee notes ? will it reduce black money ?	?	2.2603294035905933e-09	0.01376936316695353
what is your new year resolution for 2017 or goal for 2017 ?	what are some of the best new years resolutions for 2017 ?		0	0
is it necessary to attend film school to get into the film industry ?	is film school necessary or just a fairytale ?		0	0
humor : what are some of the greatest examples of presence of mind ?	what are some of the examples of presence of mind ?		0	0
if rommel had replaced hitler after a successful assassination , would the war have continued or be halted ?	if rommel replaced hitler , would the war continue or halted ?	would	1.6701700765193322e-08	0.019464720194647202
what is the best part in the relationship ?	what is the best part of a relationship ?	what	3.35462627399321e-07	0.031007751937984496
how do you compare google and bing search engines ?	how does google compare to bing ?		0	0
what is a non-gender specific phrase that means `` man up '' ?	what are ( non-sexist ) alternatives to saying `` man up '' ?	how are are	4.6054927340999793e-10	0.025504053144684787
what are the tips to grow taller ?	i 'm 16 and 5'2.5 . how can i actively grow taller ?	what 's some	2.438373545820434e-09	0.032
in what city do you live ?	what city do you live in ?	what	2.4787521729482488e-06	0.03571428571428572
is angular 2 mature enough to be used in production ?	is angular 2 production ready ?		0	0
how do i build traffic to my website ?	what is the best way to get free traffic to my website ?		0	0
where can i found modern colours and textures for floor tiles in sydney ?	where can i get a huge choice of high quality wall and floor tiles in sydney ?		0	0
how do i get glowing healthy skin ?	how do i get a glow skin ?		0	0
how do i get a job as an expat in malaysia ?	how does an expat get a job in malaysia ?		0	0
what is the best way to get a student visa in australia ?	how can i get a student visa to study in australia ?	what are some	6.427482883353635e-10	0.03962236827834959
how many views and answers are required to become top writer in quora ?	how do you become a top writer on quora for 2014 ?		0	0
how can i install kali linux over windows xp on sony notebook b100 ?	how can i install kali linux in windows xp ?		0	0
how to quit a software job and take up farming ?	can i quit my software job and do agriculture ?	service	3.9025606592368385e-15	0.0
how can i become a cyber security specialist ?	how do i become a it security specialist ?		0	0
how do i change password in linux using terminal ?	how do you change your user password on linux ?		0	0
what are the ways to earn money ?	i am unemployed what are some easy ways to make some money ?	are	9.118819641867017e-07	0.03319502074688797
what are the best smartphones under 15k in 2016 ?	which phone is best to buy under 15000 ?		0	0
which is your favourite film in 2016 ?	which is the best movie of 2016 ?		0	0
what is the funniest joke you 've ever heard or read ?	what is the funniest joke you ever told , heard , or read ?		0	0
bestiality on farms in britain is not considered controversial . is this true ?	bestiality in britain is not considered controversial . is this true ?		0	0
is the news about a chip in rs . 2000 bank note a rumor ?	will rs . 2000 currency note really come with a gps chip ? or it is just a rumor ?		0	0
why has the tata sons board voted to remove cyrus mistry as chairperson ?	why has the tata sons board voted to remove cyrus mistry as chairman ?	why is	5.5426583594732444e-11	0.07533928019165878
how do i unlock my ipad ?	how do you remove a forgotten password on an ipad ?		0	0
what is the purpose political cartoons ? how were they started ?	what 's the purpose of a political cartoon ? when did they get their start ?	what ?	2.1307259243972528e-10	0.042105263157894736
how could i be fluent in english ?	i want to improve my english ?		0	0
who invented google 's self driving car ?	who invented google 's self-driving cars ?		0	0
why did hudson bay area of the canada has 4 % less gravity than the rest of the world ?	why is that hudson bay area of canada has 4 % less gravity than the rest of the world ?	why are of of	2.8959567829091245e-10	0.06870424755993829
how do i loose weight fast ?	how do i reduce weight rapidly ?		0	0
how does green tea helps in weight loss ?	how does green tea burn belly fat ?		0	0
how it will the latest change in the denominations of rs . 500 and 1000 affect the economy ?	how will the ban on rs . 1000 and rs . 500 notes impact indian economy ?		0	0
which are the 10 best hollywood movies ?	which is your top 10 hollywood movies list ?	what movies are ?	5.816684689107698e-09	0.13793103448275865
how can i learn & speak & write english ?	how can i learn to speak english fluently ?		0	0
what business should i start with a $ 100k investment ?	what is the best business to start with a capital of 5 lakhs ?		0	0
which is the best quickbooks error support number ?	which is the best quickbooks proadvisor tech support number ?		0	0
why do we need to reading books ?	why should we read more books ?	why some of	3.403024417548223e-09	0.08888888888888889
why do boys/guys act mean or annoy the girls they like or have a crush on ?	why do some guys act mean or rude to girls they like ?	why	6.144212344111992e-09	0.04780876494023904
are aliens watching us now from their home worlds ?	could it be that aliens are secretly watching over us right now , but do n't want to be found ?		0	0
why do people ask question on quora that can be easily and definitively answered by googling ?	why do some people on quora ask questions that they can easily findout on google ?	why answered answered	2.3960540874700804e-10	0.12066161177273613
will the thinking deeply leeds to burn calories ?	does thinking burns calories ?		0	0
is a b.a . or a b. com . degree enough to apply for juris doctor ( jd ) law degrees in the usa ?	is a ba or bcom degree enough to apply for juris doctor ( jd ) law degrees in the usa ?		0	0
what does it mean when a cat throws up white foam ?	why might my cat be vomiting white foam ?		0	0
can gmail be hacked ?	how do i hack a gmail account ?		0	0
what are the creative things to do on the internet when bored at work ?	what can i do when i am bored with surfing internet in office ?		0	0
do you believe that there 's an afterlife ?	do you believe in an afterlife ?	what are some ?	4.31209693678441e-09	0.11756924141406289
what 's the most profitable business ever ?	what are the most profitable business sectors ?		0	0
what is it that causes the change in seasons ?	what causes the seasons ?		0	0
what are the weirdest things flight attendants have seen in their line of duty ?	what are the weirdest things you have seen flight attendants done in their line of duty ?	are are there had	5.835788602834484e-10	0.027182161993901836
can you still get pregnant one day before menstruation ?	how possible is it to get pregnant one day after my 3 day period ?		0	0
which is the best book for psat preparation ?	which is the best book for psat prep ?	which 's the	2.4708729133149657e-09	0.053156146179402
why do we have to pay service tax in restaurants for take-out ?	when should we pay service tax in restaurant ?		0	0
do distance relationships work ? how can you make it work ?	why do long distance relationships fail ?		0	0
what are the safety precautions on handling shotguns proposed by the nra in california ?	what are the safety precautions on handling shotguns proposed by the nra in wisconsin ?	what are some	0.010574539034859779	0.03806132765118132
how do i undo an ignore a request to connect on linkedin ?	how can i undo a request to connect on linkedin ?		0	0
how should i plan my daily schedule for studying ?	what are some tips for managing my schedule better and studying ?		0	0
which iphone should i buy between iphone 6 and 6s ?	what is the difference between iphone 6s and iphone 6s plus ?	iphone iphone	3.512973153585941e-10	0.10835214446952597
why do we have to suffer so much in life ?	why do we suffer so much in life ?		0	0
how do i lose weight and reduce my waist quickly ?	what is the best way to loose weight quickly ?		0	0
why is olive oil good for your hair ?	which olive oil is good for hair ?		0	0
how is ahmedabad as a city ?	what is special about ahmedabad city ?	if	7.838502621608071e-14	0.0
which one is better linux os ? ubuntu or mint ?	what are the pros and cons of converting from ubuntu to linux mint ?		0	0
what startup companies are hiring in bangalore ?	are there any startups hiring in bangalore ?		0	0
what 's the best way to learn faster ?	how can i learn faster ?		0	0
what is the best photo of corruption ?	what is the best photograph of government corruption ?		0	0
has history been scientifically tested ?	has ancient japan been scientifically tested ?	what of ?	4.749303160001652e-09	0.03755868544600939
how we can post in quora ?	how can i ask my question on quora ?		0	0
how can i improve my writing skills for writing a book ?	how can i improve my writing skills to become a better writer ?		0	0
which iphone should i buy : iphone 6s or iphone 7 ?	iphone 7 or iphone 6s which phone shall i buy ?		0	0
how do traffic maps work in google ?	how does live traffic work on google maps ?		0	0
which subject is best for masters after completing bachelor of civil engineering ?	which is best masters degree after completing b.e in civil engineering ?		0	0
how can learn english ?	how can i become good at english ?		0	0
why do people often ask questions in quora while they can google it themselves ?	why do people ask such questions here on quora which could be easily found on the internet ?		0	0
will you support the reinstatement of student loan consumer protection rights along with truth & lending laws that have been virtually stripped away ?	will you reinstate student loan consumer protection rights along with truth and lending laws that have been virtually stripped away ?		0	0
what is the best way to start learning programming concepts and skills ?	how should you start learning programming ?		0	0
how do i improve my english language ?	how can i improve my english language ?	how	9.118819641867017e-07	0.07619047619047618
how can i start a career in vlsi design ?	how can i get into a vlsi start up companies ?		0	0
is there space between universes ?	what is in the space between universes ?		0	0
what 's best after bsc physics ?	what is the best career option after bsc physics ?	are	7.838502621608071e-14	0.0
what is the major difference between windows and ubuntu ?	what is the difference between ubuntu and windows ?		0	0
what are your best sex experiences ?	what is the best sex you ever had ?		0	0
what is the best way to teach a child to read ?	what is the best way to teach your baby to read ?	what	1.6701700765193322e-08	0.02122015915119364
what 's the most embarrassing thing that has ever happened to you , or the most embarrassing thing that you have seen ?	what is the most embarrassing moment that ever happened to you ?		0	0
how do i know whether he likes me or loves me ?	how do i know whether she likes me or loves me ?		0	0
what should i learn for game programming ?	what should be the first programming language i learn if i want to become a game developer ?	are	2.883623964058067e-14	0.0
what are the most interesting startups of 2014 ?	what are some of the best startups of 2014 ?		0	0
how likely is it that life forms exist outside earth ?	is there life beyond earth ?		0	0
what is the difference between omniscient and omnipotent ?	what are the differences between omniscient and omnipotent ?	what are	0.030197383384571844	0.06476876773184075
how can i stop getting infatuated ?	how do i stop infatuation ?	who are the	1.5018615284240306e-16	0.05433962264150943
how does quora quickly mark questions as needing improvement ?	how can quora react so quickly to submitted questions , so that they get marked as needing improvement ?		0	0
what are some of your favorite documentaries ?	what are your favourite documentaries ? why ?		0	0
why is google chrome so slow ? how do i fix it ?	why is my google chrome so slow ? how do i fix it ?		0	0
how can darkness be the absence of light ?	is darkness just the absence of light ? or is darkness like it 's own entity ?		0	0
did nasa really go to the moon ?	did man really land on the moon ?		0	0
what is the difference between the type of questions asked in gmat and cat ?	what is the difference between the cat and the gmat aspirants ?		0	0
what is the concept of `` white guilt '' ?	who invented concept of `` white guilt '' ?		0	0
what is it like to date a workaholic ?	what is it like to date a workaholic guy ?	what are some like	3.6987610208233575e-09	0.17507801655829236
should i tell my lover 's wife that he is cheating on her ?	shall i tell my lovers wife he cheated with me ?		0	0
how can i stop thinking in my native language to speak english ?	how don´t think in the native language when you are speaking english ?		0	0
