original (cond)	sample (pos)	generated (neg)	BLEU	METEOR
how do i improve my english language ?	how can i improve my english language ?	how a okay i my level ?	8.459862053518921e-09	0.18233618233618235
how can i start a career in vlsi design ?	how can i get into a vlsi start up companies ?	how is	4.0955013555354697e-10	0.09770515814093021
is there space between universes ?	what is in the space between universes ?	how did	9.569649639079042e-17	0.022857142857142857
what 's best after bsc physics ?	what is the best career option after bsc physics ?	how are	5.804285908809378e-17	0.03313315574721334
what is the major difference between windows and ubuntu ?	what is the difference between ubuntu and windows ?	what is your	0.07813586214891081	0.06285127131872704
what are your best sex experiences ?	what is the best sex you ever had ?	which are	1.8354763662658024e-09	0.03065134099616858
what is the best way to teach a child to read ?	what is the best way to teach your baby to read ?	how did my on the	1.7437038534901727e-09	0.01965601965601966
what 's the most embarrassing thing that has ever happened to you , or the most embarrassing thing that you have seen ?	what is the most embarrassing moment that ever happened to you ?	why did you tell that ?	3.678794410426846e-09	0.058536585365853655
how do i know whether he likes me or loves me ?	how do i know whether she likes me or loves me ?	how n't	1.506650749991273e-10	0.048289738430583505
what should i learn for game programming ?	what should be the first programming language i learn if i want to become a game developer ?	how is n't	7.710814191093513e-17	0.0
what are the most interesting startups of 2014 ?	what are some of the best startups of 2014 ?	x-37b is n't n't	8.27068107508754e-17	0.0
how likely is it that life forms exist outside earth ?	is there life beyond earth ?	why is a	4.749303160001652e-09	0.0365296803652968
what is the difference between omniscient and omnipotent ?	what are the differences between omniscient and omnipotent ?	did you of india won the between	5.1856859842473975e-09	0.1197342637332266
how can i stop getting infatuated ?	how do i stop infatuation ?	how can make ,	0.2476151048074771	0.20495380787886494
how does quora quickly mark questions as needing improvement ?	how can quora react so quickly to submitted questions , so that they get marked as needing improvement ?	do i a political ?	2.6013004740088944e-09	0.017057569296375266
what are some of your favorite documentaries ?	what are your favourite documentaries ? why ?	why is some	3.44838093863103e-09	0.08362369337979095
why is google chrome so slow ? how do i fix it ?	why is my google chrome so slow ? how do i fix it ?	how is a	6.513150285974934e-10	0.09115569537162978
how can darkness be the absence of light ?	is darkness just the absence of light ? or is darkness like it 's own entity ?	how does a india is	4.493289639262571e-09	0.07372393497450684
did nasa really go to the moon ?	did man really land on the moon ?	how did of phones did	3.8806842931124116e-09	0.06956521739130433
what is the difference between the type of questions asked in gmat and cat ?	what is the difference between the cat and the gmat aspirants ?	how how is	6.427482883353635e-10	0.029815531569664006
what is the concept of `` white guilt '' ?	who invented concept of `` white guilt '' ?	how will do okay bomb	1.0047301075986612e-16	0.05529295123088012
what is it like to date a workaholic ?	what is it like to date a workaholic guy ?	is does the	1.7471709924551733e-09	0.02962962962962963
should i tell my lover 's wife that he is cheating on her ?	shall i tell my lovers wife he cheated with me ?	how do n't this	5.0164216487456386e-17	0.0
how can i stop thinking in my native language to speak english ?	how don´t think in the native language when you are speaking english ?	is my really tell , my texts	2.070727454651274e-09	0.05294117647058824
how can i get rid of my acne caused by stress ?	how do i get rid of scalp acne ?	how my i	3.026188928442899e-09	0.12095032397408208
what is the easiest way to make moonshine ?	what is the easiest way to make moonshine at home ?	how can the	1.7471709924551733e-09	0.03771076279123623
how do i reset gmail account password ?	how can i reset the password for my gmail account ?	how do i my gmail account ? my	0.7905694148373941	0.33436876341562777
why has dhoni left the captaincy from odi and t20 ?	why did ms dhoni step down from the captaincy of limited overs ?	how did the most new for retirement for with	4.220256667207975e-09	0.07110664928409796
why do all watches show the time 10:10 when advertising ?	why does clock show 10:10 in commercials ?	why is n't	2.438373545820434e-09	0.10421883535032558
why do people ask dumb questions on quora ?	what is the # 1 reason people ask questions on quora ?	why did n't n't	2.615418999812674e-09	0.1292940438556671
why did the spartans win the peloponnesian war ?	how did the spartans win the peloponnesian war ?	could a	2.1352774565320712e-17	0.0
is loving a crime ?	if i love someone , is it a crime ?	how are	1.577768491309742e-16	0.0362217772792673
can i delete my own question after it 's been answered ?	why ca n't i delete my own quora questions ?	why is	4.0955013555354697e-10	0.050955414012738856
how could i increase my height ?	how do i increase my height after 16 ?	how cold where with	4.31209693678441e-09	0.08421052631578947
is it truly possible that we can travel back in time ?	can we go back in time ?	i is n't	3.403024417548223e-09	0.04807913037965525
where do i start learning machine learning ?	where should i start for machine learning ?	how did learning way how	3.8806842931124116e-09	0.13998602057015008
what do i do with $ 1,000,000 ?	what should i do with $ 1,000,000 ?	how is banning	7.710814191093513e-17	0.17772173586646683
what are the best ways to study organic chemistry ?	what is the best way to study organic chemistry ?	how are	4.0955013555354697e-10	0.12824261209179072
can depression and anxiety cause memory impairment and/or loss ? how to get it back ?	does anxiety cause memory loss ?	how is my that with	5.78930067221365e-09	0.04279346210995543
why do people ask such questions here on quora which could be easily found on the internet ?	why do so many people ask things on quora that they could just as easily google ?	why did n't a did	6.414727991904552e-10	0.08098637911838485
this time india sent nation 's largest delegation ever , so how many medals india will carry from rio olympic 2016 ?	is india going to win any medals in rio olympics 2016 ?	did did india us india is the us rio	5.340709060276112e-09	0.10275229357798166
how fast is universe expanding compared to light speed ?	how fast do we believe the universe is expanding ?	how is	5.791913561715655e-10	0.08290155440414508
what happened in hong kong ?	what 's happening to hong kong ?	why did is has	1.750903197335846e-16	0.0
why is panchayati raj considered to be important ?	why is panchayati raj essential ?	is did of caulfield	5.536842066052537e-09	0.030534351145038163
how can i earn from online ?	how can i earn money part time online ?	why is home way for	1.4988811889794536e-16	0.01889763779527559
what is a good first programming language to learn ?	what is the best programming language for learning programming from scratch ?	which is	4.0955013555354697e-10	0.0367438201555635
will prostitution ever be legal in all the u.s. ( not just nevada ) ?	will prostitution ever be legal in the united states ?	is it a for for	8.226034376343737e-17	0.0
why does n't my question show up in my profile ?	why does n't my questions appear on my profile ?	why is	4.0955013555354697e-10	0.09653955274556474
why do people forget that donald trump is a successful businessman ?	how did donald trump become such a successful businessman ?	why would n't would trump	3.678794410150938e-09	0.100418410041841
how can an occasional runner train for a half marathon ?	what are some tips on training for a half marathon ?	how is how	8.970274974036499e-10	0.08347625161555204
what are some problems encountered in chemical engineering ?	what are some problems a chemical engineer might encounter ?	is is ( in international	3.1772355737578207e-09	0.025806451612903226
what do you think will destroy the lives on earth ?	what do you think is destroying the lives on earth ?	how would you tell on india	3.548479511991478e-09	0.09231113994097888
what would it look like to travel through time ?	what would it feel like to travel through time ?	can you spend is ?	2.6013004740088944e-09	0.1244877882362824
how can i earn lots of money ?	how do i earn money now ?	how the a a	4.31209693678441e-09	0.08275862068965519
what is the relation between love , touch , kiss and sex ?	• what is the relation between love , touch , kiss and sex ?	would are it	1.4563846787112147e-17	0.0
what is the best business to do in small scale ?	what are the best small scale business ideas ?	the am	6.752340199052529e-10	0.0437220932309341
is masturbations bad for health ?	is too much masturbation bad for health ?	is there a maruti of ?	8.164965806419525e-09	0.07017543859649121
what is it like to be an atheist ?	what does it feel like to be an atheist ?	why is	6.752340199052529e-10	0.06057427160826622
how do i prepare for assistant manager electrical dmrc ?	how do i prepare for dmrc asst manager electrical ?	how did n't new zealand for	4.192033221331537e-09	0.12622982869360555
how do prepaid mobile phones work ?	how do prepaid mobile service plans work ?	how do n't	0.15218787853458912	0.16238062165064887
what do you think about decision by the indian government to demonetise 500 and 1000 rupees note ?	what do you think about the ban on 500 and 1000 denomination notes in india ?	is discontinuing discontinuing discontinuing how do 1000 banning of	2.4213866992005335e-09	0.11881888884416623
what might have happened if the vikings had invaded and settled in north america during middle ages ?	what would north america look like today had the vikings successfully settled it starting in 1000 ?	what would okay for with	0.0286875356941386	0.04927685667041242
why does everybody hate me and treat me horribly ?	why does everybody hate me ?	how do a does not	5.78930067221365e-09	0.07868852459016396
where can i get huge selection of floor tiles in sydney ?	where can i get affordable shopping experience for floor tiles ?	is get how : of how is	3.896925266180684e-09	0.06652806652806653
which exercise type help you to increase your height ?	how do i increase the height ?	how is a	3.403024417548223e-09	0.19477676454183288
how do i gain traffic for a website ?	how do i gain traffic on my website ?	is there on my traffic my ?	0.2319109274149018	0.22491127429376678
how many dance forms are there in india ?	how many dance form are there in india ?	is n't a good	8.27068107508754e-17	0.04975241797987528
what is the advantage of frequency modulation ?	what are the advantages of frequency modulation ?	how you is a compare	3.8806842931124116e-09	0.03018867924528302
what are some tv shows as good as breaking bad ?	what other tv series are as good as 'breaking bad ' ?	what is	2.4840471390269105e-10	0.04737219788651163
what is the biggest lie you have lived ?	what is the biggest lie in your life ?	why did the how	2.615418999812674e-09	0.056166931387402065
what are some good weightlifting routines for beginners ?	what is a good weight lifting plan for beginners ?	how possible for how ? have about for ?	5.270462765739487e-09	0.08826715430888624
`` how do i get rid of acne and acne… ?	how can i get rid of pimples all over my face ?	how does be	8.970274974036499e-10	0.08747263697277603
what is the cheapest food ?	which is the cheapest food ?	why did are india ?	5.78930067221365e-09	0.03940886699507389
would the world be a better or worse place if everyone spoke the same language ?	would it better if the whole world spoke in one common language ?	is it is the	1.360698137367211e-09	0.04498020855121828
what are the safety precautions on handling shotguns proposed by the nra in north carolina ?	what are the safety precautions on handling shotguns proposed by the nra in vermont ?	how did does n't maine	3.026188929426408e-17	0.032432432432432434
what is the value of human life ?	what is the value of life ?	how do is a line	4.7398784991563485e-09	0.0578993529724031
which is the most beautiful country in the world in terms of natural beauty ?	what do you think the most beautiful country in the whole world ?	is the best for beautiful a	0.09847434579448844	0.14728399348701696
how can i boost my intelligence to think on my feet ?	what are some ways to think quicker on my feet ?	how are a	1.2685884526498375e-09	0.0772380453302743
what are the best bed sheets ? ''	what are the best bed sheets ?	how are	1.8354763662658024e-09	0.03433476394849786
how will the demonetization of rs 500/1000 notes finish the black money in the market exactly ?	will banning rs.500 and rs.1000 notes help to solve black money and corruption ?	how will will demonetization if new notes ?	0.14114650444563442	0.12129556277841544
what is flag in c ?	what is a flag in c ?	how did some of new that	1.8257418577115442e-16	0.02666666666666667
what is the difference between derivative and differential ?	what is the difference between derivative and differentiation ?	is there is	1.7471709924551733e-09	0.02684563758389262
what is it like to have a huge penis ?	whats it like to have a huge penis ?	how	1.0608259724462612e-14	0.0
who is better : cristiano ronaldo or lionel messi ?	who is the best football player ? is it cristiano ronaldo or lionel messi ?	who is china better for india	0.1623567485296528	0.11881256731674558
what are the pros and cons about cloning ?	what are the pros and cons of cloning ?	what you some want for	3.1772355737578207e-09	0.05217391304347827
what is the best way to buy shares ?	how do i buy shares ?	how	6.737946988978591e-06	0.097165991902834
how can i write an essay efficiently ?	how do i write an essay in english ?	is is	3.520477361430895e-17	0.06179623097788543
how can i contact interesting people on quora ?	how can i contact people on quora ?	how do tell a	3.3582644710475053e-09	0.08886877432973499
what is the dream act and what is its purpose ?	what is the purpose of the dream act ?	how is in	1.7471709924551733e-09	0.08229333609938799
what will be the drawbacks of issuing rs 2000 notes by the rbi ? will it not become easy to hoard more black money ?	what is the utility behind removing rs 1000 notes and rather introducing rs 2000 notes in order to curb black money ?	why did n't 1000 rs note ( ,	1.03849794357525e-09	0.056331555190808374
should i vote for donald trump or hillary clinton ?	would you rather vote for donald trump or hillary clinton ? why ?	how do hillary clinton the ``	0.13256373006500413	0.1746274976336265
why do people kill each other in the name of god ?	why are humans bent on killing each other for god ?	why did hitler did n't	2.1297646960674127e-09	0.11313228837370867
so how does banning 500 , 1000 rs and introducing 2000 rs will curb corruption ?	how will the scrapping of rs 500 and rs 1000 notes help in reducing black money and corruption ?	how did really 1000 ? 1000 for new ?	2.9655809415016613e-09	0.07965860597439545
as an american expat living in australia ( now a duel citizen ) what is the best way to get my elderly american parents residency in australia ?	what is the best way to migrate parents to australia ?	how did n't that selling	6.734907319789274e-17	0.043098014618555676
does it make sense to do a phd if you definitely do n't want to work in academia ?	should i get a phd if i do n't want to work in academia ?	is for line , how does for of my	1.913392631176477e-09	0.03137254901960784
what are the best ways to improve my writing skills in english ?	how can i improve my english writing skills ? which books do you suggest ?	how for my my my english my skills	0.14305463409676292	0.20848751828275133
what is the most interesting thing that happened to you ?	what 's the best thing that ever happened to you ?	did you tell tell know about ?	3.896925266180684e-09	0.08940493468795357
who is live on google world famous astrologer ?	who are top 5 world famous astrologers ?	how is a	2.438373545820434e-09	0.023668639053254434
why do dogs bark during mid night ?	why do dogs bark at night ?	is is okay possible	1.3636047811673833e-16	0.0
what are some epic movies to watch ?	which are the best movies to watch ?	which is some	3.44838093863103e-09	0.0748968307760081
what is an internship ?	what is an internship and the types of internship ?	is the do new the move in new engineering	4.716217300589896e-09	0.050473186119873815
will war happen between india and pakistan ?	if war happen between india and pakistan , then what could be the impact on indian economy and stock market ?	is it is	7.710814191093513e-17	0.0
how i can become a fitness trainer ?	how do i become a fitness trainer ?	how usa for usa will for	4.136895448977816e-09	0.07792207792207793
what is the death penalty ? what are some advantages and disadvantages ?	what are the advantages and disadvantages of the death penalty ?	is are	3.512973153585941e-10	0.0440771349862259
is it possible to trademark a made up name ?	how do i trademark a word i made up ?	how does a it a	4.505584586736407e-09	0.11198812884525512
what are some `` must-visit '' places in mangalore ?	what are best places to visit in mangalore ?	how are	6.752340199052529e-10	0.026578073089701
what were the major contributions of the political leaders during ww1 , and how are the compared to the ones during american civil war ?	what were the major contributions of the political leaders during ww1 , and how are they compared to the ones during other major armed conflicts ?	sino-japanese is did cruel did	4.095501358914249e-18	0.010940455178227674
in which states is it legal for electors to be faithless and could faithless electors change the expected outcome of the 2016 presidential election ?	is it possible for faithless electors to change the outcome of the 2016 presidential election ?	did trump clinton 's	1.4372288654389298e-17	0.008648648648648649
what is the best way to to make money ?	what is the best way to make money make more money ?	how do some for make us	2.964215117762818e-09	0.11278234258866944
can you get pregnant 16 days after your period ?	how do i get pregnant just after my periods ?	why is your n't not	2.6013004740088944e-09	0.08605729329466862
what are the keys to effectively balancing intuition and rationality ?	what are some keys in effectively balancing intuition and rationality ?	what does is my	1.5863318113813373e-09	0.043484209088648564
which are the best movies of hollywood ?	what are some of the best hollywood movies to watch ?	which are your hollywood	0.18393972048608734	0.19292289262260917
why do dogs urinate on car tyres ?	why do dogs urinate on tree or vehicle tyres ?	why dogs dogs dogs is	5.488116358607818e-09	0.12664907651715038
what do you think of the food of china ?	how do you think of chinese food ?	what is a	2.438373545820434e-09	0.10467306155479764
could time travel be a real thing ? could it be scientifically explained ?	will time travel be possible in the next 10 years ?	how is on the for into ,	2.755542281493554e-09	0.023207026135634464
between hillary and trump , who would you rather have as president ?	would you rather vote for donald trump or hillary clinton ? why ?	why trump donald trump have us	0.1137083801054404	0.18070190013477172
what is the best book for beginners to learn java ?	which book to buy to learn java ?	is is best	3.44838093863103e-09	0.08602150537634408
why do you answer questions in quora ?	what motivates people with technical experience to answer questions on quora ?	why is n't n't	3.3582644710475053e-09	0.15014042266766284
how do i start preparing for civil services exam ?	how should i start preparing for civil services exam ?	how do a on new civil for	0.20103845768654688	0.19398098130785632
does binaural beats work ?	do binaural beats really work ?	is there is way	2.248204207539058e-16	0.0648486657741721
where can we get online medical scribes ?	where can i get best online medical scribes ?	is there provides some a wider for chaurasia ?	3.726779961645599e-09	0.05097463542111593
hypothetically , if yahoo answers ! and quora went to war , who would win and why ?	who would win in a war , quora or yahoo answers ?	how did trump has trump the	6.716528943382339e-17	0.029357798165137623
what would happen if earth lost its gravity for like 5 seconds and gained it immediately after 5 seconds ?	lets say that gravity turned off for 5 minutes max . what would happen to earth and the people on it ?	is energy does gravity you it ? these	0.05164459676934897	0.07634798622796005
can long distance relationships work out ?	can you help me with tips for a successful long distance relationship ?	how long long long are	4.7398784991563485e-09	0.08163265306122448
what is purpose of life ?	what is the penultimate purpose of life ?	how do some for how	1.8307376183738994e-16	0.06333741374881666
what would a john kerry presidency look like ?	what would america look like with john kerry as president ?	why did n't tell the	1.0047301075986612e-16	0.0
how long will one hit of marijuana stay in your system ?	how long does thc stay in the body ?	how does n't time	3.6987610208233575e-09	0.12307692307692308
the role of mass media ?	what is the role of media ?	how is	3.026188926929806e-09	0.05939933621003011
what is the ultimate happiness in life ?	what is the ultimate enjoyment in life ?	why is	1.1132726913181444e-09	0.032
how is a hedge fund different from a mutual fund ?	what is the difference between a mutual fund and a hedge fund ?	how do get i with	2.1297646960674127e-09	0.088101959511587
brazzerss teens in the backseat angel wicky , sam bourne & jimena lago ( moms in control ) ?	teens in the backseat angel wicky , sam bourne & jimena lago ( moms in controll ) ?	is there some okay everyone	1.6608076974881378e-17	0.0
if trump has nothing to hide , then why does n't he release his tax returns ?	should donald trump publish his tax returns ?	if with it	2.438373545820434e-09	0.012213740458015265
how did bats evolve to have wings ?	how did bats evolve with wings ?	why did a , why is a ?	5.976143045124577e-09	0.1241681066048599
what are the greatest novels of all time ?	what is the best novel of all time ?	how does during the	2.615418999812674e-09	0.08352042788625438
how do i register a logo in america ?	how can i register a logo in the u.s. ?	is is usa for ?	3.1772355737578207e-09	0.07883255493659706
why cyrus mistry has been replaced by ratan tata ?	why was cyrus mistry sacked ?	why is n't	4.749303160001652e-09	0.13856066531945319
what are the mysteries of the bermuda triangle ?	what 's the mystery behind bermuda triangle ?	is did the u.s. of hypocrisy that	5.982025825945981e-09	0.054421768707483
what are the steps taken before sanctioning the loan and after disbursement to reduce npa ?	what are the best steps to reduce npa ?	what are put new	0.116965093464513	0.062237089514309514
what are advantages of myriad pro as text copy ?	advantages of myriad pro as copy ?	why some are	3.403024417548223e-09	0.022535211267605635
how do i motivate someone ?	how do i motivate others ?	how does the	4.749303160001652e-09	0.1327884774733878
how can changing 500 and 1000 rupee notes end the black money in india ?	how banning 500 and 1000 rupees note will curb the corruption and black money in india ?	how did discontinuing 500 way of 1000 notes ?	4.278475990957784e-09	0.17910684995676956
how could i get rid of facebook addiction ?	what should i do to get rid of addictions ?	how my do my	3.6987610208233575e-09	0.06685236768802227
why did quora shift to serif font which is neither recommended nor comfortable for online reading ?	why did quora choose a serif font for their logo ?	why did n't n't	0.07094291530238091	0.12274166904213932
what is the basic structural & practical knowledge that every civil engineer must know after the university ?	what is the basic knowledge of a civil engineer ?	how do after india i for	2.964215117762818e-09	0.03605054052998683
do you think we should pass a law that makes voting in elections mandatory for all us citizens ?	do you think it 's time to institute mandatory voting in america ?	why the trump is	3.0426135320104294e-17	0.039857420351907515
what parts do i need to build my own pc ?	i want to build a new computer . what parts do i need ?	what is	2.4840471390269105e-10	0.06620403885452084
how can i get more upvotes and views in quora ?	how can i get more views and upvotes on quora ?	is the best way for for	7.934641405578222e-17	0.012403100775193798
what are the best reggae songs ?	what are some good reggae songs ?	how are ,	3.403024417548223e-09	0.03389830508474577
why are some eggs brown ?	why are eggs brown in colour ?	why is n't	4.749303160001652e-09	0.1592232206741085
how will the demonetization of rs 500/1000 notes finish the black money in the market exactly ?	how rs.2000 currency notes will reduce black money market or corruption ?	how you new notes with	2.4659696383680297e-09	0.08938547486033521
what is your definition of a smart person ?	what is the definition of a smart person ?	what is	0.030197383384571844	0.07320607847085447
i am planning to visit kerala with my parents . can anyone suggest me good places and eateries over there and help plan my visit ?	which places should i visit if i am going to kerala for a week with friends ?	what is okay that that ?	9.230661440477306e-10	0.02217821782178218
why do people bother to ask questions on quora they could just google to get the answer ?	why do people ask quora questions which can be answered easily by google ?	why is a good a	1.1688396473440543e-09	0.06611234350984699
how is the meng ece programme in uiuc ?	how is the meng ece program at uiuc ?	is is	6.752340199052529e-10	0.024316109422492398
which software can download a youtube playlist ?	how can i download an entire youtube playlist as separate mp4 files ?	how is my	2.438373545820434e-09	0.06691092541946972
do some atheists believe in astrology ?	does an atheist beleive in astrology ?	why is a	1.0761308092620251e-16	0.048
what would hillary clinton 's russia policy look like ?	what is hillary clinton 's stance on russia ?	why is n't	1.7471709924551733e-09	0.024242424242424246
why do you live a life ?	why do people live ? what is reason for you to live your life ?	why did n't ?	6.09822597026799e-09	0.1985490013826504
how does one intelligently ask questions ?	how does one master the art of asking the right questions ?	how can a have	4.31209693678441e-09	0.10883612552407416
what exactly does the manager of a football club do ?	what exactly is the role of a manager in a football team ? how does he affect the team ?	how is learn	1.2685884526498375e-09	0.09828011302617322
which is the best laptop under rs 45000 ?	what are the best laptops for up to inr 45000 ?	what is a	2.4708729133149657e-09	0.05179550552049314
how do i convince my parents to move to us ?	how can i convince my parents to move to us ?	how do okay in okay special	0.11221277488335847	0.12118469226782044
how do i anonymously follow a topic in quora ?	how do i follow a quora topic anonymously ?	how is	6.752340199052529e-10	0.14413480576095633
what is a relay ?	what is relay ?		0	0
does the electoral college benefit republicans ?	why does the electoral college favor republicans ?	is there the ? usa	6.703200457507537e-09	0.11221484847778956
what is your favorite poem that you have written ?	what 's the best poem you 've written ?	is the did your	4.530038590756525e-09	0.09696969696969698
what would you do if you were omnipotent ?	if you were omnipotent for a day , what would you do？	would you have a	0.14325239835250014	0.0820033754544765
the newly introduced 2000 rupees and 500 rupees notes are enabled with ngc technology ( nano gps chip ) ? did any country introduced such currency ?	is it true that the new 2000 rupees notes have a gps chips ?	if did ngc a is	2.3376792946881074e-09	0.042402826855123685
which are the best movies ever in bollywood ?	bollywood : what are some best movies in bollywood ?	what is want	1.7471709924551733e-09	0.05357042938568137
how do i start my toefl preparation ?	how do i prepare for toefl or ielts ?	how for how	3.44838093863103e-09	0.09302325581395349
would there even be anything to do on the internet without net neutrality ?	what would happen to the internet if we lost net neutrality ?	how do neutrality for , n't	3.00372305804955e-09	0.09213051823416507
what habits , i can develop to avoid procrastination ?	how could i avoid my laziness ?	is there is stuck	1.3636047811673833e-16	0.0
how do you define `` internet '' ?	how can you define internet ?	how do you define ?	0.7090416307237545	0.3609933659768943
what does it mean `` to know '' ?	what does it mean to know ?	what is it that	6.09822597026799e-09	0.14714595335180586
how do i lose weight in a short time ?	what are the best ways to lose a lot of weight as quickly as possible ?	how is my a	2.88059797941122e-09	0.15890065979200532
what are the best digital marketing courses for mid-senior level marketing managers ?	how helpful is doing digital marketing course ?	how does marketing and management	5.488116358607818e-09	0.12664907651715038
what are career options in construction domain after graduation in electrical engineering ?	what are career options after b.tech in electrical engineering ?	is there a of india , or	1.0051922884327337e-16	0.015164987375761134
what are the most interesting facts about antarctica ?	what are some lesser known facts about antarctica ?	are antarctica did n't get facts of	6.3511423138542446e-09	0.16326530612244897
which is the best mobile below 15000 ?	what is the best phone i can get for below 15k ?		0	0
what is the solution for quora marking your every question as needing improvement ?	what should i do when someone marks my question as needing improvement ?	what is watching	0.020596389646657838	0.055214704469762316
what are hillary clinton 's views on economic policy ?	what is hillary clinton 's overall economic agenda ?	in clinton donald n't facts	3.1772355737578207e-09	0.06282722513089005
what are some mindblowing facts about bollywood ?	what are some unknown facts about bollywood ?	how did you tell what you	4.136895448977816e-09	0.05349481865909829
is anti-aging possible ? what is the state of this ?	is anti-aging possible ?		0	0
how long does it take a woman to get pregnant after sex ?	how many days does it take before a woman becomes pregnant after sex ?	why do n't it some ?	2.5425966752714936e-09	0.030075187969924817
what are your views on modi governments decision to demonetize 500 and 1000 rupee notes ? how will this affect economy ?	was the decision by the indian government to demonetize 500 and 1000 notes right or is it a big scam ?	how did are new ?	4.992330024790449e-10	0.047449584816132866
has anyone ever had to wash the dishes in a restaurant because they could n't pay the bill ?	has anyone ever been forced to wash dishes to pay a restaurant check ? or is it just a movie trope ?	is did napoleon extra ?	6.081006259937373e-10	0.020486555697823306
how can i retrieve the password of a wi-fi source saved in my phone ?	how do i know a typed wi-fi password in my mobile ?	how does a ?	2.1398387128994254e-09	0.11953481833746504
what makes you proud of your country ? why ?	why are you proud of being a citizen of your country ? how is it an accomplishment ?	what does india one most	2.6013004740088944e-09	0.026681823495636137
how do i figure out my purpose ?	how can i find my true purpose ?	how i is	3.44838093863103e-09	0.15949279476783756
what will happen if the earth `` suddenly stopped '' ?	what would happen if the earth stopped rotating ?	how would you	1.7471709924551733e-09	0.02631578947368421
what are the safety precautions on handling shotguns proposed by the nra in rhode island ?	what are the safety precautions on handling shotguns proposed by the nra in kansas ?	why is there my u.s. ? is it	1.7615635473739528e-09	0.026049375246456716
what are some of the best new products that are available and most people do n't know about ?	what are the best new products or gadgets that most people do n't know about ?	? how do n't	0.024893534170448012	0.136477046292093
what do you think will be the effect of modi government 's decision of invalidating the rs 500 and rs 1000 notes ?	what do you think of prime minister narendra modi 's decision to introduce new inr 500 and inr 2000 currency notes ?	how did did n't move on your my	2.3221519963279993e-17	0.02361596051687912
what are the best smartphones under 10000 in 2016 ?	what is best smartphone under 10000 inr ? why ?	what are laptop	0.055986791708372015	0.053821933748994424
if stonewall jackson had not died after chancellorsville and had been at gettysburg , how would the battle have turned out ?	how would the civil war have been different if thomas j . `` stonewall '' jackson had not been mortally wounded at chancellorsville in 1863 ?	did does the of	1.0141079986577127e-10	0.024505285978224375
what is a color ?	what is color ?	how is are	9.250379436023757e-09	0.10469472044324943
what is the best story you have heard ?	what is the best story you 've ever heard ?	what is you 've	0.23393018692902587	0.18535854650328745
if not , what are their differences and their similarities ?	what are their differences and similarities ?	what is	1.8354763662658024e-09	0.08909900431504518
are unix and linux operating systems the same ?	are linux and unix the same thing ?	how a	3.520477361430895e-17	0.0
what should i do for my dry skin ?	what can help with very dry skin ?	how do the reason	3.3582644710475053e-09	0.06798866855524079
what went wrong with cyrus mistry as tata group chairman and why was he ousted ?	why was cyrus mistry sacked by ratan tata from tata sons ?	how do preparing sacked	1.235436456914866e-09	0.0891158916042703
what makes a person gritty ?	what makes a gritty person ?	how did are	1.5018615284240306e-16	0.08533333333333336
what are the feelings after getting placed in ?	what are the feelings after getting placed ?	what does is some n't	3.8806842931124116e-09	0.0635218462678555
how can discontinuing 500 and 1000 rupee will help to control black money ?	how will the ban on 500 and 1000 rupee note stop black money ?	how discontinuing 500 and 1000 way for new 1000 notes	0.2736570128014561	0.21123652539822696
what are some mind-blowing bikes that exist that most people do n't know about ?	what are some amazing bike inventions that exist that most people do n't know about ?	why do n't n't are new zealand n't a or	0.1107368413582706	0.12016846843328945
why does quora do this `` marked as needing improvement ?	why the hell does quora mark all my questions as needed improvement ?	why did n't n't n't	2.1297646960674127e-09	0.09018789144050104
what are some fun big programming projects ?	what are some fun programming projects ?	how did a of your india	1.5454571169206621e-16	0.0
how do you calculate `` full load current '' ?	how do you calculate full load current ?	how do i a about	0.17354947757230146	0.1561862655113871
now that he is president elect , will trump ever release his tax returns ?	did donald trump give a date as to when he will release his tax returns ?	does trump is with	8.253051389270859e-10	0.06258712239612263
i want to improve my english ?	how can i improve my communication skills in english ?	how can my skills about n't	0.30909142338413265	0.2069439108463288
do cats keep themselves clean ?	why do cats clean themselves so often ?	is it possible with	1.750903197335846e-16	0.04417177914110429
how will the ban of old 500 and 1000 rs notes help in bringing out the black money ?	will the decision to demonetize 500 and 1000 rupee notes help to curb black money ?	how will discontinuing that ? 1000 denomination notes	0.10992500819005162	0.12484882826593226
which country according to you would be the worst country , and why ?	which is the top worst country in the world ?	did your n't	3.95886400738686e-17	0.03926052016621853
what quora means ?	what does the name quora exactly mean ?	what is it	9.250379436023757e-09	0.08313753247319419
is it possible to know who visited my facebook profile ?	how do i see if someone visited my facebook profile ?	how is a	1.2685884526498375e-09	0.11225452162068252
how can i get a 75 in the pte ?	how do i prepare for pte ?	did another a	3.403024417548223e-09	0.06956521739130436
which party will win in punjab ?	which party will win election in 2017 in punjab ?	is who is	1.0761308092620251e-16	0.0
what is your best lawyer joke ?	what are your favorite lawyer jokes ?	is	2.4787521729482488e-06	0.031007751937984496
what is time travel theory ?	is time travel really possible ? what should i know before doing it ?	is there is	4.749303160001652e-09	0.058532326197559194
which are best sites to download movies ?	which best sites to download movies ?	what are	1.8354763662658024e-09	0.02877697841726619
why can ’ t i delete my own quora question ?	how do you delete a question you asked on quora	why is	4.0955013555354697e-10	0.07870072234692779
what is an easy way make money online ?	what are the best ways to make money online ?	how i a good & from for	1.1595546370745083e-16	0.09309571139182211
